,,,,,,,,,,,,,,,,,,,,"Zacatula","Petatlan","^","^","Oxtotitlan","^","^","Acatlan","Teutila","Pajapan",,"La Venta","Comalcalco","Balancan","Uaxactun","Holmul","Cuello",,,,,,,,,,,,,,,,"Les Cayes","Petit Goave","Jacmel","Mirebalais","^","Bani","Santo Domingo","La Romana",,"Ponce","San Juan",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Nochcoc","Acapulco","^","Juxtlahuasca","Tilantongo","^","Coixtlahuaca","Cuicatlan","San Lorenzo","Ejido los Soldades","Palenque","Yaxchilan","Tikal","Cahal Pech",,,,,,,,,,,"Montego Bay","Ocho Rios","Kingston",,,,,,,,"Enriquillo",,,,,,,,"Charlotte Amalie",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Zanja","Ayutla","^","Yagul","Danibaan","^","Tonala","^","Xoc","Taysal","Xunantunich","Nakum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Tututepec","Quetzaltepec","Mitla","Laguna Zope",,"Izapa","^",,"^","Quirigua","Naco","La Ceiba","",,,,,,,,,,,,,,,,,,,,,,,,,"Marigot",,"Gustavia",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pijijiapan","^","Utalan","Copan","^","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chocola","Iximche","^","Comayagua","Tegucigalpa","","",,,,,,,,,,,,"Willemstad",,,,,,,,,,,,,"St. John's",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chalchuapa","Choluteca","Esteli","","",,,,,,,,,,"Maicao",,,,,,,,,,,,,"Castries",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leon","","",,,,,,,,,"Barranquilla","Riohacha",,,"Punto Fijo","Coro",,,,"",,,,"Port of Spain",,,,"Bridgetown",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Managua",,"",,,,,,,"Cartagena","","^","",,"","","","","^","Caracas","","^","Puerto La Cruz","",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tamarindo","Liberia","",,"Panama City","Colon",,,"","Valledupar","","Maracaibo",,"","Barquisimeto","^","Valencia",,"","","","Maturin","","",,,,,,,,,,,,,,,,,,,,,,
,"Kilauea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Jose","David","La Chorrera",,,"","Monteria","","","^","","","^","^","","","","","","Ciudad Bolivar","Guyana City","","","","",,,,,,,,,,,,,,,,,,,,
,"Kekaha","Lihue",,"Pupukea","Kaaawa",,,"Kaunakakai","Ualapue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santiago",,,"","","^","","","^","Merida","^","Barinas","","","","","","",,"","","","Georgetown","",,"Paramaribo","","Saint-Laurent-du-Maroni",,,,,,,,,,,,,,,
,,,,"Waianae","Honolulu","Kailua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","^","Medellin","","","Cucuta","^","^","","","","","","","","","","","","","","","","","","Cayenne",,,,,,,,,,,,,,
,,,,,,,,"Lanai",,"Lahaina","Paia","Nahiku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","^","","^","Bucaramanga","^","","","","","","","","^","^","Santa Elena de Uairen","^","","","","",,"","","","Oiapoque",,,,,,,,,,,,,
,,,,,,,,,,,"Makena","^",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","^","Pereira","^","","^","^","","","","","^","","^","","","","Lethem","","","","","","","","",,,,,,,,,,,,,
,,,,,,,,,"Kaho'olawe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","^","Tulua","^","","^","^","Yopal","","Inirida","","","","","","Boa Vista","","^","","","","^","","","","","",,,,,,,,,,,,
,,,,,,,,,,,,"Hawi","Paauilo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","Cali","^","Ibague","Bogota","^","","","","","","","","^","","","","","","","","","","","","",,,,,,,,,,,,,
,,,,,,,,,,,,,"^","Pepeekeo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Popayan","^","","","^","Villavicencio","","Mitu","","","San Carlos de Rio Negro","^","","","","","","","","","","","","","","Macapa",,"",,"",,,,,,,,,
,,,,,,,,,,,,"Kaiminani","Komakawai","Hilo","Pahoa",,,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeraldas","Pasto","^","^","","^","","","","","","","","","","","","","","","","","","","","",,,,,"Belem","","",,,,,,,,
,,,,,,,,,,,,"Milolii","^","Pahala",,,,,,,,,,,,,,,,,"Bellavista",,,,,,,,,,"","","^","Ibarra","","^","","","","","","","","","","","",,"","","","","","",,"",,"",,"","",,"",,"Sao Luis","","","Fortaleza",,,,
,,,,,,,,,,,,,"Naalehu",,,,,,,,,,,,,,,,,,,"Puerto Ayora",,"Puerto Baquerizo",,,,,,"Manta","Portoviego","^","Kitu","^","^","","","","","","","","","","","","","",,"Manaus","","","",,"Santarem",,"","",,"",,"","","","","","","","",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"^",,,,,,,,,"Valdivia","Guayaquil","^","^","Hatun Canar","","","","","Caballococha","Tabatinga","","","","",,,"","","",,,,,"","","","","Altamira",,"",,"","","","","Teresina","","","","Natal",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Machala","^","Tumipampa","^","","","Iquitos",,,,"",,,,"","",,,,"","","","","","","","",,"","","Maraba","","","","","","","","","",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"^","Tumbes","Loja","^","Kuelap","","",,"","","",,"","","","","","","","","","","","","","","",,"","","","","","Imperatriz","","","","","","","Recife",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sechura","Tucume","^","^","Pajaten","^","","","","","","","","","","","","","","","","","","","Itaituba","","","","","","","","","","","","","","","","",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pacatnamu","Huaca Prieta","^","Marcahuamachuco","^","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","Maceio","",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chan Chan","^","Pashash","Yayno","^","","","","","Rio Branco","","","","","","","","","","","","","","","","","","","","Palmas","","",,"","","","","",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Culebras","^","^","Huari","^","","","","","","","","","","Porto Velho","","","","","","","","","","","","","","","","^","","","","","","Aracaju",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chancay","^",,"Honcopampa","^","","","","","","","","","","","","","","","","","","","","","","","","^","","","","^","","","",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garagay","^","Chinchawas","^","^","Machu Picchu","^","","","","","","","","","","","","","","","","","","","","","","","","","^","","","Salvador",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caral","^","Vilcabamba","Nawinpukyo","Ollantaytambo","^","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pachacamac","^","Quispisisa","^","Qosqo","Vilcahuaman","^","^","","","","","","","","","","","","","","","","","","","","","","^","","","",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inkawasi","^","^","Paqari-tampu","^","Pikillacta","Pucara","^","^","","","","","","","","","Cuiaba","","","","","","","Brazilia","","","","^","","","Porto Seguro",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Puka Tampu","Nanasqa","^","^","Hatun Colla",,,"","^","^","","","","","","","","","","","","","","","","","","","","^","","",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ica","Paracas","Atico","^","Hatun Colla",,"Tiahuanaco","","^","^","","","","","","","","","","","","Goiania","","","^","","","","","","",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cahuachi","","^","Chucuito","Paria","Cochabamba","Incallacta","^","^","Santa Cruz","","","","","","","","","","","","","","^","","","^","",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Tacna","^","","Paria","^","^","","","","","","","","","","","","","","Uberlandia","","","Belo Horizonte","^","","Vitoria",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tarapaca","^","",,"Porco","^","","","","","","","","","","","","","","Uberaba","","","","Juiz de Fora","^","",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Pica","^","","","^","","","","","","","","Campo Grande","","Aracatuba","","","Ribeirao Preto","","","","^","^","Petropolis","Campos",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","^","Tupiza","^","","","","","","","","","","","","","Araraquara","Sao Carlos","","","^","","Rio de Janiero","",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Catarpe","^","","^","","","","","","","","","","Maringa","Londria","","","","Sao Paulo","","",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Antofagasta","^","^","^","","","","","","","","","","","","","","","^","",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","^",,"^","Salta","","","","","","","Asuncion","","","Cascavel","","","^","",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","^","","^","","","","","","","","","","","","","","Curitiba","",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","^","^","^","","San Miguel de Tucuman","","","","","","","","","","","","^","Blumenau",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","^","^","","","","","","","","Corrientes","","","","","","","^","Florianopolis",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","^","^","","","","","","","","","","","","","","","^","",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","^","^","","",,"","","","","","","","","","Porto Alegre",,"Criciuma",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Chena Pukara","^","",,"","",,"","Parana","","","","","Pelotas",,"",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","^","","","","","Cordoba","","","","","","","","","",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","^","^","","","","","","Rosario","","","","","Montevideo","",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concepcion","","^","Mendoza","","","","","","","","Buenos Aires",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","^","^","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Temuco","","^","^","","","","","","","","","","Mar del Plata",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","^","","","","","","Bahia Blanca","","","",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","^","^","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Puerto Montt",,"^",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,"^","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
